"Statistic","Year","Local Government District","Industry electricity","Industry gas","Large industrial installations","Industry 'other'","Industry total","Commercial electricity","Commercial gas","Commercial 'other'","Commercial total","Public sector electricity","Public sector gas","Public sector 'other'","Public sector total","Domestic electricity","Domestic gas","Domestic 'other'","Domestic total","Road transport (A roads)","Road transport (motorways)","Road transport (minor roads)","Diesel railways","Transport 'other'","Transport total","Net emissions: forest land","Net emissions: cropland","Net emissions: grassland","Net emissions: wetlands","Net emissions: settlements","Net emissions: harvested wood products","Net emissions: indirect N2O","LULUCF net emissions","Agriculture electricity","Agriculture gas","Agriculture 'other'","Agriculture livestock","Agriculture soils","Agriculture total","Landfill","Waste management 'other'","Waste management total","Grand total"
"Nitrous oxide",2009,"Antrim and Newtownabbey",0.55,0.01,0,2.13,2.69,0.13,0.02,0.01,0.16,0.05,0.02,0.01,0.08,0.46,0.03,0.81,1.29,0.86,0.51,0.75,0.01,0.11,2.24,0.26,1.37,0.07,0.15,5.13,0,0.01,6.99,0.01,0,0.17,9.87,36.09,46.14,0,7.58,7.58,67.19
"Nitrous oxide",2009,"Armagh City, Banbridge and Craigavon",0.73,0.05,0.06,2.28,3.12,0.2,0.01,0.03,0.25,0.07,0.01,0.02,0.1,0.64,0,1.33,1.96,1.58,0.34,1.58,0.01,0.02,3.53,0.38,5.4,0.15,0.9,7.22,0,0.01,14.06,0.02,0,0.46,30.24,118.16,148.89,0,10.6,10.6,182.51
"Nitrous oxide",2009,"Belfast",1.12,0.06,2.64,5.6,9.43,0.84,0.13,0.04,1.01,0.41,0.13,0.1,0.64,1.12,0.15,1.14,2.42,1.77,0.28,0.81,0.01,0.21,3.08,0.26,0.1,0.01,0.01,8.15,0,0,8.53,0,0,0.01,0.62,2.04,2.68,0,27.95,27.95,55.73
"Nitrous oxide",2009,"Causeway Coast and Glens",0.27,0,0,0.88,1.16,0.16,0.01,0.02,0.19,0.05,0.01,0.02,0.07,0.46,0,0.99,1.45,1.04,0,1.43,0.01,0.03,2.52,0.89,5.87,0.17,8.6,5,0,0.03,20.57,0.01,0,0.42,23.59,118.55,142.57,0,6.52,6.52,175.05
"Nitrous oxide",2009,"Derry City and Strabane",0.57,0.01,0.6,2.08,3.26,0.2,0,0.01,0.22,0.09,0.01,0.02,0.12,0.45,0,0.93,1.38,0.9,0,1.05,0,0.04,2,0.48,2.16,0.11,6.77,5.48,0,0.02,15.02,0.01,0,0.27,13.18,68.35,81.81,0,7.74,7.74,111.55
"Nitrous oxide",2009,"Fermanagh and Omagh",0.42,0,31.32,0.7,32.45,0.15,0,0.01,0.16,0.06,0,0.02,0.07,0.32,0,0.82,1.14,0.95,0,1.71,0,0.03,2.69,1.74,1.64,0.29,12.68,5.68,0,0.06,22.1,0.01,0,0.61,35.08,163.36,199.05,0,2.9,2.9,260.57
"Nitrous oxide",2009,"Lisburn and Castlereagh",0.31,0.01,0.15,2.47,2.94,0.15,0.01,0.02,0.18,0.06,0.01,0.02,0.1,0.43,0.04,0.82,1.29,1.04,0.41,0.68,0.01,0.01,2.16,0.21,2.29,0.06,0.02,4.85,0,0,7.44,0.01,0,0.17,8.42,35.97,44.56,0,7.82,7.82,66.5
"Nitrous oxide",2009,"Mid and East Antrim",0.5,0.03,0.03,0.29,0.86,0.15,0.04,0.02,0.2,0.04,0.04,0.02,0.1,0.47,0.02,0.86,1.35,0.97,0.09,0.98,0.01,0.04,2.1,0.39,2.19,0.12,1.83,4.69,0,0.01,9.23,0.01,0,0.25,16.08,66.34,82.68,0,7.66,7.66,104.17
"Nitrous oxide",2009,"Mid Ulster",0.59,0,0.97,0.6,2.15,0.12,0,0.02,0.14,0.03,0,0.01,0.04,0.42,0,0.92,1.34,1.09,0.06,1.47,0,0.02,2.64,0.71,3.52,0.2,4.1,4.99,0,0.03,13.55,0.01,0,0.52,37.67,140.56,178.77,0,5.83,5.83,204.45
"Nitrous oxide",2009,"Newry, Mourne and Down",0.4,0,0,1.28,1.67,0.14,0,0.02,0.17,0.04,0,0.02,0.06,0.54,0,1.12,1.66,1.57,0,1.3,0,0.03,2.91,0.66,8.25,0.17,0.95,5.45,0,0.02,15.5,0.02,0,0.43,24.47,93.99,118.91,0,8.31,8.31,149.18
"Nitrous oxide",2009,"Ards and North Down",0.22,0.01,0,0.39,0.62,0.15,0.03,0.01,0.19,0.04,0.01,0.02,0.07,0.52,0.04,0.94,1.5,0.93,0,0.6,0.01,0.02,1.56,0.2,5.66,0.02,0.13,4.49,0,0,10.51,0.01,0,0.15,6.62,33.36,40.14,0,15.29,15.29,69.87
"Nitrous oxide",2009,"Northern Ireland",5.69,0.2,35.79,18.71,60.38,2.38,0.26,0.22,2.86,0.94,0.24,0.27,1.45,5.81,0.27,10.68,16.76,12.7,1.69,12.37,0.08,0.57,27.41,6.18,38.47,1.37,36.15,61.12,0,0.21,143.5,0.11,0.01,3.47,205.83,876.77,1086.2,0,108.2,108.2,1446.75
"Nitrous oxide",2010,"Antrim and Newtownabbey",0.58,0.01,0,2.14,2.73,0.14,0.03,0.01,0.17,0.05,0.03,0.01,0.09,0.45,0.03,0.91,1.4,0.9,0.54,0.72,0.01,0.11,2.27,0.26,1.29,0.07,0.15,5.17,0,0,6.93,0.01,0,0.18,10.65,38.88,49.71,0,7.42,7.42,70.74
"Nitrous oxide",2010,"Armagh City, Banbridge and Craigavon",0.77,0.06,0.06,2.29,3.17,0.21,0.02,0.03,0.25,0.07,0.01,0.02,0.1,0.62,0,1.51,2.14,1.64,0.35,1.51,0.01,0.02,3.53,0.37,5.18,0.14,0.9,7.28,0,0.01,13.89,0.02,0,0.47,29.54,118.85,148.89,0,12.6,12.6,184.57
"Nitrous oxide",2010,"Belfast",1.13,0.07,0.01,5.59,6.79,0.84,0.15,0.03,1.02,0.41,0.14,0.1,0.65,1.09,0.18,1.3,2.57,1.76,0.29,0.76,0.01,0.2,3.03,0.27,0.09,0.01,0.01,8.26,0,0,8.65,0,0,0.01,0.64,2.14,2.8,0,29.91,29.91,55.42
"Nitrous oxide",2010,"Causeway Coast and Glens",0.3,0.01,0,0.88,1.18,0.17,0.02,0.02,0.2,0.05,0.01,0.02,0.08,0.44,0,1.12,1.56,1.07,0,1.37,0.01,0.03,2.49,0.89,5.65,0.16,8.61,5.01,0,0.01,20.34,0.01,0,0.43,24.61,125.24,150.3,0,6.27,6.27,182.42
"Nitrous oxide",2010,"Derry City and Strabane",0.58,0.01,0.69,2.1,3.39,0.21,0,0.01,0.23,0.1,0.01,0.02,0.13,0.43,0,1.06,1.49,0.92,0,1,0,0.04,1.97,0.47,2.07,0.11,6.77,5.53,0,0.01,14.95,0.01,0,0.27,13.79,72.79,86.86,0,8.04,8.04,117.06
"Nitrous oxide",2010,"Fermanagh and Omagh",0.45,0,3.1,0.71,4.25,0.16,0,0.01,0.17,0.06,0,0.02,0.08,0.32,0,0.93,1.24,0.99,0,1.64,0,0.03,2.65,1.72,1.56,0.28,12.68,5.78,0,0.02,22.04,0.01,0,0.62,34.67,169.91,205.2,0,3.53,3.53,239.17
"Nitrous oxide",2010,"Lisburn and Castlereagh",0.31,0.02,0.14,2.48,2.95,0.14,0.02,0.02,0.18,0.06,0.02,0.02,0.1,0.43,0.04,0.94,1.4,1.06,0.44,0.65,0.01,0.01,2.17,0.21,2.2,0.06,0.02,4.9,0,0,7.39,0.01,0,0.17,8.73,37.91,46.81,0,8,8,69.01
"Nitrous oxide",2010,"Mid and East Antrim",0.55,0.03,0.03,0.32,0.94,0.16,0.04,0.01,0.21,0.04,0.04,0.02,0.1,0.45,0.02,0.97,1.44,1,0.09,0.93,0.01,0.04,2.08,0.39,2.1,0.11,1.83,4.71,0,0.01,9.14,0.01,0,0.26,15.94,68.67,84.88,0,8.07,8.07,106.85
"Nitrous oxide",2010,"Mid Ulster",0.62,0,0.97,0.62,2.22,0.12,0,0.02,0.14,0.03,0,0.01,0.04,0.41,0,1.04,1.45,1.13,0.07,1.4,0,0.02,2.62,0.7,3.35,0.19,4.1,5.01,0,0.02,13.36,0.01,0,0.53,38.22,146.16,184.92,0,5.83,5.83,210.59
"Nitrous oxide",2010,"Newry, Mourne and Down",0.41,0,0,1.29,1.7,0.15,0,0.02,0.17,0.04,0,0.02,0.06,0.53,0,1.27,1.79,1.61,0,1.25,0,0.03,2.89,0.66,8.12,0.17,0.94,5.45,0,0.01,15.34,0.02,0,0.45,25.01,100.01,125.49,0,9.19,9.19,156.64
"Nitrous oxide",2010,"Ards and North Down",0.23,0.01,0,0.4,0.64,0.16,0.03,0.01,0.2,0.04,0.01,0.02,0.07,0.51,0.04,1.06,1.61,0.94,0,0.57,0.01,0.02,1.53,0.2,5.61,0.02,0.13,4.48,0,0,10.44,0.01,0,0.16,6.92,35.19,42.28,0,20.36,20.36,77.14
"Nitrous oxide",2010,"Northern Ireland",5.92,0.22,5.01,18.81,29.96,2.46,0.29,0.2,2.95,0.96,0.26,0.28,1.5,5.67,0.32,12.11,18.1,13.01,1.78,11.81,0.08,0.56,27.24,6.14,37.21,1.31,36.14,61.57,0,0.1,142.48,0.12,0.01,3.55,208.73,915.74,1128.16,0,119.22,119.22,1469.61
"Nitrous oxide",2011,"Antrim and Newtownabbey",0.58,0.01,0,2.12,2.71,0.13,0.03,0.01,0.17,0.05,0.03,0.01,0.09,0.45,0.03,0.78,1.26,0.94,0.57,0.67,0.01,0.1,2.3,0.26,1.31,0.08,0.15,4.99,0,0.04,6.82,0.01,0,0.15,10.24,38.11,48.5,0,4.2,4.2,66.04
"Nitrous oxide",2011,"Armagh City, Banbridge and Craigavon",0.79,0.07,0.06,2.28,3.19,0.22,0.02,0.02,0.26,0.07,0.01,0.02,0.1,0.62,0,1.28,1.91,1.7,0.36,1.42,0.01,0.02,3.52,0.37,5.29,0.15,0.9,6.98,0,0.09,13.79,0.02,0,0.4,29,117.7,147.13,0,7.95,7.95,177.85
"Nitrous oxide",2011,"Belfast",1.14,0.06,0.01,5.57,6.78,0.85,0.14,0.03,1.02,0.42,0.13,0.09,0.64,1.1,0.18,1.11,2.4,1.77,0.3,0.72,0.01,0.22,3.03,0.27,0.09,0.01,0.01,8.04,0,0.01,8.43,0,0,0.01,0.62,2.13,2.76,0,27.1,27.1,52.16
"Nitrous oxide",2011,"Causeway Coast and Glens",0.29,0.01,0,0.88,1.18,0.17,0.02,0.01,0.2,0.05,0.01,0.02,0.08,0.44,0,0.95,1.4,1.1,0,1.29,0.01,0.03,2.43,0.87,5.82,0.18,8.6,4.85,0,0.2,20.51,0.01,0,0.37,24.31,124.26,148.95,0,6.6,6.6,181.35
"Nitrous oxide",2011,"Derry City and Strabane",0.49,0.02,0.71,2.07,3.29,0.18,0,0.01,0.19,0.08,0.01,0.02,0.12,0.42,0.01,0.91,1.33,0.95,0,0.94,0,0.04,1.92,0.46,2.14,0.11,6.76,5.33,0,0.12,14.92,0.01,0,0.23,13.54,71.16,84.94,0,7.73,7.73,114.45
"Nitrous oxide",2011,"Fermanagh and Omagh",0.44,0,2.12,0.71,3.27,0.16,0,0.01,0.17,0.06,0,0.02,0.08,0.31,0,0.79,1.11,1.03,0,1.53,0,0.02,2.59,1.7,1.59,0.3,12.67,5.56,0,0.35,22.17,0.01,0,0.52,34.36,166.11,201.01,0,3.56,3.56,233.94
"Nitrous oxide",2011,"Lisburn and Castlereagh",0.3,0.02,0.14,2.45,2.9,0.14,0.02,0.01,0.17,0.06,0.02,0.02,0.1,0.42,0.04,0.8,1.27,1.08,0.47,0.61,0.01,0.01,2.18,0.21,2.27,0.06,0.02,4.71,0,0.03,7.32,0.01,0,0.15,8.86,37.14,46.16,0,8.15,8.15,68.24
"Nitrous oxide",2011,"Mid and East Antrim",0.52,0.04,0.03,0.34,0.93,0.15,0.04,0.01,0.2,0.04,0.05,0.02,0.1,0.44,0.02,0.83,1.29,1.02,0.1,0.87,0.01,0.04,2.05,0.37,2.16,0.12,1.82,4.57,0,0.08,9.12,0.01,0,0.22,15.76,67.51,83.5,0,5.92,5.92,103.12
"Nitrous oxide",2011,"Mid Ulster",0.63,0,0.85,0.62,2.1,0.12,0,0.01,0.14,0.03,0,0.01,0.04,0.4,0,0.89,1.29,1.18,0.07,1.31,0,0.02,2.58,0.69,3.45,0.21,4.09,4.81,0,0.17,13.42,0.01,0,0.44,38.48,145.51,184.45,0,5.24,5.24,209.27
"Nitrous oxide",2011,"Newry, Mourne and Down",0.4,0,0,1.28,1.68,0.14,0,0.02,0.16,0.04,0,0.02,0.06,0.53,0,1.08,1.61,1.65,0,1.16,0,0.03,2.85,0.66,8.44,0.18,0.94,5.23,0,0.12,15.57,0.02,0,0.39,24.52,96.95,121.87,0,8.94,8.94,152.74
"Nitrous oxide",2011,"Ards and North Down",0.23,0.01,0,0.39,0.63,0.16,0.03,0.01,0.19,0.04,0.01,0.01,0.07,0.49,0.05,0.92,1.46,0.94,0,0.54,0.01,0.02,1.5,0.21,5.86,0.02,0.13,4.38,0,0.02,10.62,0.01,0,0.15,6.94,35.12,42.22,0,15.22,15.22,71.91
"Nitrous oxide",2011,"Northern Ireland",5.81,0.23,3.93,18.71,28.67,2.42,0.29,0.15,2.87,0.95,0.27,0.26,1.48,5.63,0.34,10.35,16.32,13.37,1.87,11.06,0.08,0.56,26.94,6.07,38.42,1.42,36.11,59.45,0,1.23,142.69,0.12,0.01,3.03,206.64,901.69,1111.48,0,100.63,100.63,1431.07
"Nitrous oxide",2012,"Antrim and Newtownabbey",0.65,0.01,0,2,2.67,0.15,0.03,0.01,0.19,0.05,0.03,0.01,0.1,0.58,0.04,1.13,1.74,0.98,0.59,0.66,0.01,0.11,2.35,0.26,1.23,0.07,0.15,5.07,0,0.21,6.98,0.01,0,0.18,10.33,37.72,48.23,0,4.33,4.33,66.59
"Nitrous oxide",2012,"Armagh City, Banbridge and Craigavon",0.9,0.07,0.03,2.14,3.14,0.25,0.02,0.02,0.28,0.08,0.01,0.02,0.11,0.85,0,1.8,2.66,1.76,0.37,1.39,0.01,0.02,3.55,0.37,5.1,0.15,0.9,7.04,0,0.45,14.02,0.02,0,0.48,29.97,118.65,149.13,0,7.38,7.38,180.27
"Nitrous oxide",2012,"Belfast",1.31,0.07,0.02,5.24,6.63,0.98,0.14,0.02,1.14,0.48,0.13,0.08,0.7,1.43,0.2,1.94,3.57,1.76,0.31,0.71,0.01,0.23,3.02,0.27,0.08,0.01,0.01,7.97,0,0.06,8.41,0,0,0.01,0.6,2.05,2.67,0,27.09,27.09,53.24
"Nitrous oxide",2012,"Causeway Coast and Glens",0.33,0.01,0,0.83,1.16,0.19,0.02,0.01,0.22,0.06,0.01,0.02,0.08,0.61,0,1.3,1.92,1.13,0,1.26,0.01,0.03,2.43,0.87,5.67,0.17,8.59,4.94,0,1.43,21.66,0.01,0,0.44,24.45,123.75,148.66,0,6.53,6.53,182.67
"Nitrous oxide",2012,"Derry City and Strabane",0.65,0.02,0.55,1.97,3.19,0.23,0.01,0.01,0.25,0.11,0.02,0.02,0.15,0.57,0.01,1.29,1.87,0.96,0,0.92,0,0.04,1.92,0.45,2.05,0.11,6.75,5.38,0,0.76,15.5,0.01,0,0.28,13.94,71.15,85.39,0,7.52,7.52,115.78
"Nitrous oxide",2012,"Fermanagh and Omagh",0.54,0,0.34,0.67,1.54,0.19,0,0.01,0.2,0.07,0,0.02,0.09,0.45,0,1.07,1.52,1.07,0,1.5,0,0.02,2.59,1.69,1.48,0.29,12.66,5.66,0,2.64,24.42,0.01,0,0.62,35.76,167.88,204.28,0,3.44,3.44,238.09
"Nitrous oxide",2012,"Lisburn and Castlereagh",0.35,0.01,0.21,2.32,2.89,0.16,0.01,0.01,0.19,0.07,0.01,0.02,0.1,0.56,0.04,1.14,1.74,1.09,0.5,0.6,0.01,0.01,2.21,0.21,2.19,0.06,0.02,4.75,0,0.17,7.4,0.01,0,0.18,9.01,37.1,46.3,0,8.12,8.12,68.95
"Nitrous oxide",2012,"Mid and East Antrim",0.56,0.03,0.03,0.3,0.93,0.16,0.04,0.01,0.21,0.04,0.04,0.01,0.1,0.59,0.02,1.17,1.79,1.05,0.1,0.86,0.01,0.03,2.05,0.37,2.07,0.11,1.82,4.57,0,0.45,9.4,0.01,0,0.26,16.39,68.51,85.16,0,5.8,5.8,105.43
"Nitrous oxide",2012,"Mid Ulster",0.74,0,0.87,0.59,2.2,0.15,0,0.01,0.16,0.03,0,0.01,0.05,0.56,0,1.24,1.8,1.23,0.07,1.29,0,0.02,2.6,0.68,3.31,0.2,4.09,4.89,0,1.02,14.19,0.01,0,0.52,39.01,144.87,184.42,0,4.91,4.91,210.33
"Nitrous oxide",2012,"Newry, Mourne and Down",0.47,0,0,1.2,1.67,0.17,0.01,0.01,0.19,0.05,0,0.02,0.07,0.7,0,1.52,2.22,1.69,0,1.14,0,0.03,2.87,0.65,8.24,0.17,0.94,5.24,0,0.72,15.96,0.02,0,0.47,25.47,98.38,124.34,0,8.67,8.67,155.98
"Nitrous oxide",2012,"Ards and North Down",0.27,0.02,0,0.37,0.66,0.19,0.04,0.01,0.24,0.05,0.02,0.01,0.08,0.66,0.06,1.31,2.03,0.94,0,0.53,0.01,0.02,1.5,0.21,5.78,0.02,0.13,4.23,0,0.16,10.53,0.01,0,0.18,6.85,35.18,42.22,0,9.98,9.98,67.24
"Nitrous oxide",2012,"Northern Ireland",6.77,0.24,2.06,17.62,26.69,2.82,0.31,0.13,3.26,1.1,0.28,0.25,1.63,7.56,0.38,14.92,22.86,13.65,1.95,10.85,0.07,0.55,27.08,6.04,37.19,1.35,36.07,59.73,0,8.08,148.46,0.13,0.01,3.63,211.78,905.24,1120.79,0,93.77,93.77,1444.55
"Nitrous oxide",2013,"Antrim and Newtownabbey",0.66,0.01,0,2.17,2.85,0.15,0.03,0.01,0.2,0.06,0.03,0.01,0.1,0.57,0.04,1.23,1.83,1.02,0.61,0.64,0.01,0.11,2.39,0.25,1.21,0.07,0.15,4.86,0,0.01,6.56,0.01,0,0.17,10.01,39.61,49.8,0,7.52,7.52,71.25
"Nitrous oxide",2013,"Armagh City, Banbridge and Craigavon",0.96,0.07,0.03,2.33,3.38,0.26,0.02,0.02,0.3,0.09,0.01,0.02,0.12,0.84,0.01,1.96,2.81,1.81,0.38,1.35,0.01,0.02,3.58,0.37,5,0.15,0.9,6.75,0,0.03,13.2,0.03,0,0.48,29.83,126.67,157,0,7.29,7.29,187.69
"Nitrous oxide",2013,"Belfast",1.33,0.07,0.02,5.7,7.13,0.99,0.16,0.03,1.18,0.49,0.15,0.09,0.73,1.4,0.23,2.11,3.75,1.74,0.32,0.69,0.01,0.25,3.02,0.27,0.08,0.01,0.01,7.75,0,0,8.14,0,0,0.01,0.63,2.38,3.03,0,28.47,28.47,55.43
"Nitrous oxide",2013,"Causeway Coast and Glens",0.34,0.01,0,0.89,1.24,0.19,0.02,0.01,0.23,0.06,0.01,0.02,0.09,0.61,0,1.4,2.01,1.15,0,1.23,0.01,0.03,2.42,0.87,5.58,0.17,8.58,4.76,0,0.05,20.02,0.02,0,0.44,24.53,131.27,156.26,0,6.6,6.6,188.87
"Nitrous oxide",2013,"Derry City and Strabane",0.68,0.02,0.64,2.11,3.45,0.24,0.01,0.01,0.26,0.11,0.02,0.02,0.15,0.57,0.01,1.39,1.97,0.97,0,0.89,0,0.04,1.91,0.45,2.04,0.11,6.75,5.2,0,0.03,14.58,0.01,0,0.28,14.06,77.87,92.22,0,7.53,7.53,122.07
"Nitrous oxide",2013,"Fermanagh and Omagh",0.55,0,0.25,0.71,1.51,0.2,0,0.01,0.21,0.07,0,0.02,0.09,0.45,0,1.15,1.6,1.1,0,1.47,0,0.02,2.59,1.71,1.42,0.29,12.64,5.43,0,0.08,21.58,0.01,0,0.61,35.76,182.22,218.61,0,3.43,3.43,249.62
"Nitrous oxide",2013,"Lisburn and Castlereagh",0.35,0.02,0.07,2.5,2.93,0.17,0.01,0.01,0.19,0.07,0.01,0.02,0.11,0.55,0.04,1.23,1.82,1.1,0.52,0.58,0.01,0.01,2.22,0.21,2.17,0.06,0.02,4.58,0,0.01,7.06,0.01,0,0.18,9.01,39.76,48.96,0,7.99,7.99,71.29
"Nitrous oxide",2013,"Mid and East Antrim",0.59,0.03,0.03,0.31,0.96,0.17,0.03,0.01,0.21,0.05,0.04,0.01,0.1,0.58,0.03,1.26,1.87,1.06,0.1,0.84,0.01,0.03,2.04,0.37,2.06,0.12,1.82,4.43,0,0.02,8.81,0.01,0,0.25,16.17,72.55,88.99,0,5.85,5.85,108.83
"Nitrous oxide",2013,"Mid Ulster",0.8,0,0.89,0.61,2.3,0.16,0,0.01,0.17,0.04,0,0.01,0.05,0.56,0,1.35,1.9,1.27,0.07,1.26,0,0.02,2.61,0.68,3.22,0.2,4.08,4.72,0,0.05,12.96,0.01,0,0.51,38.76,154.45,193.73,0,5.18,5.18,218.9
"Nitrous oxide",2013,"Newry, Mourne and Down",0.48,0,0,1.3,1.79,0.17,0.01,0.01,0.19,0.05,0,0.02,0.07,0.7,0,1.64,2.34,1.71,0,1.12,0,0.03,2.87,0.65,8.27,0.17,0.94,5.07,0,0.03,15.14,0.02,0,0.47,25.25,105.48,131.22,0,8.7,8.7,162.33
"Nitrous oxide",2013,"Ards and North Down",0.27,0.02,0,0.41,0.7,0.19,0.04,0.01,0.24,0.05,0.02,0.01,0.08,0.65,0.07,1.41,2.12,0.94,0,0.52,0.01,0.02,1.48,0.21,5.84,0.02,0.13,4.15,0,0,10.35,0.01,0,0.19,7.06,37.99,45.26,0,7.66,7.66,67.88
"Nitrous oxide",2013,"Northern Ireland",7.01,0.26,1.94,19.03,28.24,2.9,0.33,0.15,3.38,1.13,0.29,0.25,1.68,7.46,0.43,16.13,24.02,13.88,2.01,10.59,0.08,0.58,27.14,6.06,36.91,1.37,36.03,57.7,0,0.33,138.4,0.14,0.01,3.59,211.07,970.26,1185.08,0,96.22,96.22,1504.16
"Nitrous oxide",2014,"Antrim and Newtownabbey",0.58,0.01,0,2.19,2.78,0.14,0.02,0.01,0.17,0.05,0.02,0.02,0.09,0.47,0.05,1.17,1.69,1.08,0.64,0.65,0.01,0.11,2.48,0.26,1.23,0.07,0.15,4.82,0,0,6.53,0.01,0,0.13,10.03,38.48,48.65,0,7.65,7.65,70.05
"Nitrous oxide",2014,"Armagh City, Banbridge and Craigavon",0.84,0.08,0.03,2.41,3.36,0.23,0.02,0.03,0.28,0.08,0.02,0.02,0.11,0.69,0.01,1.88,2.59,1.89,0.4,1.37,0.01,0.02,3.7,0.37,4.99,0.14,0.9,6.61,0,0.01,13.03,0.02,0,0.37,29.92,124.82,155.13,0,7.35,7.35,185.54
"Nitrous oxide",2014,"Belfast",1.15,0.08,0.16,5.57,6.96,0.86,0.18,0.04,1.07,0.42,0.17,0.1,0.69,1.13,0.27,2.03,3.43,1.8,0.34,0.69,0.01,0.28,3.12,0.27,0.09,0.01,0.01,7.61,0,0,7.99,0,0,0.01,0.6,2.36,2.97,0,28.83,28.83,55.07
"Nitrous oxide",2014,"Causeway Coast and Glens",0.3,0.01,0,0.96,1.27,0.17,0.04,0.02,0.22,0.05,0.01,0.02,0.09,0.5,0.01,1.33,1.84,1.2,0,1.24,0.01,0.03,2.49,0.88,5.71,0.16,8.57,4.72,0,0.01,20.06,0.01,0,0.34,23.98,128.12,152.46,0,6.78,6.78,185.21
"Nitrous oxide",2014,"Derry City and Strabane",0.59,0.02,0.57,2.09,3.27,0.21,0.01,0.01,0.23,0.1,0.02,0.02,0.14,0.45,0.01,1.33,1.79,1.01,0,0.9,0,0.04,1.96,0.45,2.05,0.11,6.74,5.15,0,0.01,14.5,0.01,0,0.21,13.55,74.97,88.75,0,7.66,7.66,118.29
"Nitrous oxide",2014,"Fermanagh and Omagh",0.47,0,0.25,0.83,1.55,0.17,0,0.01,0.18,0.06,0,0.02,0.08,0.37,0,1.09,1.46,1.15,0,1.48,0,0.02,2.66,1.74,1.39,0.28,12.63,5.33,0,0.02,21.39,0.01,0,0.47,34.34,171,205.83,0,3.57,3.57,236.73
"Nitrous oxide",2014,"Lisburn and Castlereagh",0.31,0.02,0.04,2.48,2.84,0.14,0.02,0.02,0.18,0.06,0.02,0.03,0.11,0.45,0.05,1.17,1.67,1.14,0.55,0.59,0.01,0.01,2.3,0.22,2.18,0.06,0.02,4.51,0,0,6.98,0.01,0,0.14,8.59,38.93,47.66,0,8.12,8.12,69.87
"Nitrous oxide",2014,"Mid and East Antrim",0.53,0.03,0.03,0.6,1.18,0.15,0.03,0.01,0.2,0.04,0.04,0.02,0.1,0.48,0.03,1.2,1.71,1.11,0.11,0.85,0.01,0.03,2.1,0.37,2.11,0.11,1.81,4.37,0,0.01,8.77,0.01,0,0.2,16.12,69.35,85.68,0,6,6,105.76
"Nitrous oxide",2014,"Mid Ulster",0.73,0,1.04,0.81,2.58,0.14,0,0.02,0.16,0.03,0,0.02,0.05,0.46,0,1.29,1.75,1.33,0.08,1.27,0,0.02,2.69,0.69,3.2,0.2,4.08,4.62,0,0.01,12.79,0.01,0,0.39,38.63,151.15,190.19,0,5.56,5.56,215.77
"Nitrous oxide",2014,"Newry, Mourne and Down",0.42,0,0,1.42,1.85,0.15,0.01,0.02,0.18,0.05,0,0.02,0.07,0.58,0,1.57,2.15,1.79,0,1.13,0,0.04,2.96,0.65,8.41,0.17,0.94,5,0,0.01,15.17,0.02,0,0.37,24.63,100.21,125.23,0,8.88,8.88,156.49
"Nitrous oxide",2014,"Ards and North Down",0.23,0.02,0,0.43,0.69,0.16,0.04,0.01,0.21,0.04,0.02,0.02,0.08,0.54,0.08,1.33,1.95,0.97,0,0.52,0.01,0.02,1.52,0.21,6,0.02,0.13,4.13,0,0,10.49,0.01,0,0.15,7.17,37.98,45.31,0,7.3,7.3,67.54
"Nitrous oxide",2014,"Northern Ireland",6.16,0.29,2.11,19.77,28.33,2.53,0.37,0.2,3.1,0.99,0.32,0.3,1.61,6.12,0.51,15.4,22.03,14.48,2.12,10.69,0.08,0.62,27.98,6.09,37.35,1.31,36,56.86,0,0.09,137.7,0.12,0.02,2.78,207.57,937.38,1147.87,0,97.7,97.7,1466.32
"Nitrous oxide",2015,"Antrim and Newtownabbey",0.55,0.01,0,2.28,2.85,0.13,0.03,0.01,0.17,0.05,0.03,0.01,0.08,0.43,0.05,1.2,1.68,1.1,0.65,0.63,0.01,0.11,2.51,0.26,1.22,0.07,0.15,4.88,0,0,6.59,0.01,0,0.18,10.17,37.85,48.2,0,7.74,7.74,69.83
"Nitrous oxide",2015,"Armagh City, Banbridge and Craigavon",0.82,0.09,0.02,2.52,3.46,0.23,0.02,0.02,0.27,0.07,0.02,0.01,0.1,0.62,0.01,1.93,2.57,1.92,0.41,1.34,0.01,0.02,3.71,0.38,4.89,0.15,0.9,6.69,0,0,13.02,0.02,0,0.5,30.95,126.08,157.56,0,7.54,7.54,188.22
"Nitrous oxide",2015,"Belfast",1.01,0.05,0.14,5.77,6.98,0.76,0.12,0.04,0.92,0.37,0.11,0.06,0.54,1,0.29,2.06,3.35,1.79,0.34,0.66,0.01,0.27,3.08,0.28,0.08,0.01,0.01,7.67,0,0,8.06,0,0,0.01,0.6,2.29,2.9,0,22.77,22.77,48.6
"Nitrous oxide",2015,"Causeway Coast and Glens",0.3,0.01,0,1,1.31,0.17,0.03,0.02,0.21,0.05,0.01,0.01,0.08,0.45,0.01,1.35,1.81,1.22,0,1.22,0.01,0.03,2.48,0.89,5.82,0.17,8.57,4.78,0,0,20.23,0.01,0,0.47,24.05,123.36,147.9,0,6.71,6.71,180.73
